New_ID,Entity_Type,Current_ID,Name,Description,Department,File_Path,Status
STT-011,Step_Template,Step-Template-011_STEP-VIDEO-001-04_Score_Videos,Step Video 001 04 Score Videos,Step template for step video 001 04 score videos,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-011_STEP-VIDEO-001-04_Score_Videos.json,Active
STT-012,Step_Template,Step-Template-012_STEP-VIDEO-003-01_Identify_Workflows,Step Video 003 01 Identify Workflows,Step template for step video 003 01 identify workflows,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-012_STEP-VIDEO-003-01_Identify_Workflows.json,Active
STT-013,Step_Template,Step-Template-013_STEP-VIDEO-003-02_Extract_Tasks,Step Video 003 02 Extract Tasks,Step template for step video 003 02 extract tasks,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-013_STEP-VIDEO-003-02_Extract_Tasks.json,Active
STT-014,Step_Template,Step-Template-014_STEP-VIDEO-003-03_Extract_Steps,Step Video 003 03 Extract Steps,Step template for step video 003 03 extract steps,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-014_STEP-VIDEO-003-03_Extract_Steps.json,Active
STT-015,Step_Template,Step-Template-015_STEP-VIDEO-003-04_Identify_Skills,Step Video 003 04 Identify Skills,Step template for step video 003 04 identify skills,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-015_STEP-VIDEO-003-04_Identify_Skills.json,Active
STT-016,Step_Template,Step-Template-016_STEP-VIDEO-003-05_Compile_Tools_List,Step Video 003 05 Compile Tools List,Step template for step video 003 05 compile tools list,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-016_STEP-VIDEO-003-05_Compile_Tools_List.json,Active
STT-017,Step_Template,Step-Template-017_STEP-VIDEO-004-01_Validate_Naming,Step Video 004 01 Validate Naming,Step template for step video 004 01 validate naming,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-017_STEP-VIDEO-004-01_Validate_Naming.json,Active
STT-018,Step_Template,Step-Template-018_STEP-VIDEO-005-01_Check_Tools_Against_Libraries,Step Video 005 01 Check Tools Against Libraries,Step template for step video 005 01 check tools against libraries,AID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-018_STEP-VIDEO-005-01_Check_Tools_Against_Libraries.json,Active
STT-019,Step_Template,Step-Template-019_STEP-VIDEO-006-01_Update_Tool_Mapping,Step Video 006 01 Update Tool Mapping,Step template for step video 006 01 update tool mapping,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-019_STEP-VIDEO-006-01_Update_Tool_Mapping.json,Active
STT-020,Step_Template,Step-Template-020_STEP-VIDEO-007-01_Identify_Gaps,Step Video 007 01 Identify Gaps,Step template for step video 007 01 identify gaps,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-020_STEP-VIDEO-007-01_Identify_Gaps.json,Active
STT-021,Step_Template,Step-Template-021_STEP-VIDEO-301-01_Review_Validation_Report,Step Video 301 01 Review Validation Report,Step template for step video 301 01 review validation report,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-021_STEP-VIDEO-301-01_Review_Validation_Report.json,Active
STT-022,Step_Template,Step-Template-022_STEP-VIDEO-301-02_Create_Tool_JSON,Step Video 301 02 Create Tool Json,Step template for step video 301 02 create tool json,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-022_STEP-VIDEO-301-02_Create_Tool_JSON.json,Active
STT-023,Step_Template,Step-Template-023_Scrape_Website_HTML_TEMPLATE-TASK-014,Scrape Website Html Template Task 014,Step template for scrape website html template task 014,AID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-023_Scrape_Website_HTML_TEMPLATE-TASK-014.json,Active
STT-024,Step_Template,Step-Template-024_VIDEO-VIDEO-001-01_prepare-start-frame,Video Video 001 01 Prepare Start Frame,Step template for video video 001 01 prepare start frame,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-024_VIDEO-VIDEO-001-01_prepare-start-frame.json,Active
STT-025,Step_Template,Step-Template-025_VIDEO-VIDEO-001-02_create-end-frame-nano-banana,Video Video 001 02 Create End Frame Nano Banana,Step template for video video 001 02 create end frame nano banana,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-025_VIDEO-VIDEO-001-02_create-end-frame-nano-banana.json,Active
STT-026,Step_Template,Step-Template-026_VIDEO-VIDEO-001-03_navigate-to-video-section,Video Video 001 03 Navigate To Video Section,Step template for video video 001 03 navigate to video section,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-026_VIDEO-VIDEO-001-03_navigate-to-video-section.json,Active
STT-027,Step_Template,Step-Template-027_VIDEO-VIDEO-001-04_select-google-veo-3-1,Video Video 001 04 Select Google Veo 3 1,Step template for video video 001 04 select google veo 3 1,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-027_VIDEO-VIDEO-001-04_select-google-veo-3-1.json,Active
STT-028,Step_Template,Step-Template-028_VIDEO-VIDEO-001-05_upload-start-end-frames,Video Video 001 05 Upload Start End Frames,Step template for video video 001 05 upload start end frames,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-028_VIDEO-VIDEO-001-05_upload-start-end-frames.json,Active
STT-029,Step_Template,Step-Template-029_VIDEO-VIDEO-001-06_write-scene-1-prompt,Video Video 001 06 Write Scene 1 Prompt,Step template for video video 001 06 write scene 1 prompt,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-029_VIDEO-VIDEO-001-06_write-scene-1-prompt.json,Active
STT-030,Step_Template,Step-Template-030_VIDEO-VIDEO-001-07_generate-scene-1-video,Video Video 001 07 Generate Scene 1 Video,Step template for video video 001 07 generate scene 1 video,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-030_VIDEO-VIDEO-001-07_generate-scene-1-video.json,Active
STT-031,Step_Template,Step-Template-031_VIDEO-VIDEO-001-08_download-scene-1-extract-frame,Video Video 001 08 Download Scene 1 Extract Frame,Step template for video video 001 08 download scene 1 extract frame,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-031_VIDEO-VIDEO-001-08_download-scene-1-extract-frame.json,Active
STT-032,Step_Template,Step-Template-032_VIDEO-VIDEO-001-09_swap-frames-scene-2,Video Video 001 09 Swap Frames Scene 2,Step template for video video 001 09 swap frames scene 2,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-032_VIDEO-VIDEO-001-09_swap-frames-scene-2.json,Active
STT-033,Step_Template,Step-Template-033_VIDEO-VIDEO-001-10_create-new-end-frame-scene-2,Video Video 001 10 Create New End Frame Scene 2,Step template for video video 001 10 create new end frame scene 2,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-033_VIDEO-VIDEO-001-10_create-new-end-frame-scene-2.json,Active
STT-034,Step_Template,Step-Template-034_VIDEO-VIDEO-001-11_write-scene-2-prompt,Video Video 001 11 Write Scene 2 Prompt,Step template for video video 001 11 write scene 2 prompt,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-034_VIDEO-VIDEO-001-11_write-scene-2-prompt.json,Active
STT-035,Step_Template,Step-Template-035_VIDEO-VIDEO-001-12_generate-scene-2-video,Video Video 001 12 Generate Scene 2 Video,Step template for video video 001 12 generate scene 2 video,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-035_VIDEO-VIDEO-001-12_generate-scene-2-video.json,Active
STT-036,Step_Template,Step-Template-036_VIDEO-VIDEO-001-13_repeat-for-scene-3,Video Video 001 13 Repeat For Scene 3,Step template for video video 001 13 repeat for scene 3,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-036_VIDEO-VIDEO-001-13_repeat-for-scene-3.json,Active
STT-037,Step_Template,Step-Template-037_VIDEO-VIDEO-001-14_download-all-scenes,Video Video 001 14 Download All Scenes,Step template for video video 001 14 download all scenes,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-037_VIDEO-VIDEO-001-14_download-all-scenes.json,Active
STT-038,Step_Template,Step-Template-038_VIDEO-VIDEO-001-15_optional-stitch-scenes,Video Video 001 15 Optional Stitch Scenes,Step template for video video 001 15 optional stitch scenes,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-038_VIDEO-VIDEO-001-15_optional-stitch-scenes.json,Active
STT-039,Step_Template,Step-Template-039_VIDEO-VIDEO-002-01_generate-character-portrait-reference-image,Video Video 002 01 Generate Character Portrait Reference Image,Step template for video video 002 01 generate character portrait reference image,AID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-039_VIDEO-VIDEO-002-01_generate-character-portrait-reference-image.json,Active
STT-040,Step_Template,Step-Template-040_VIDEO-VIDEO-002-02_generate-object-reference-image,Video Video 002 02 Generate Object Reference Image,Step template for video video 002 02 generate object reference image,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-040_VIDEO-VIDEO-002-02_generate-object-reference-image.json,Active
STT-041,Step_Template,Step-Template-041_VIDEO-VIDEO-002-03_generate-environment-reference-image,Video Video 002 03 Generate Environment Reference Image,Step template for video video 002 03 generate environment reference image,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-041_VIDEO-VIDEO-002-03_generate-environment-reference-image.json,Active
STT-042,Step_Template,Step-Template-042_VIDEO-VIDEO-002-04_navigate-to-video-section-in-openart,Video Video 002 04 Navigate To Video Section In Openart,Step template for video video 002 04 navigate to video section in openart,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-042_VIDEO-VIDEO-002-04_navigate-to-video-section-in-openart.json,Active
STT-043,Step_Template,Step-Template-043_VIDEO-VIDEO-002-05_select-google-veo-3.1-model,Video Video 002 05 Select Google Veo 3.1 Model,Step template for video video 002 05 select google veo 3.1 model,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-043_VIDEO-VIDEO-002-05_select-google-veo-3.1-model.json,Active
STT-044,Step_Template,Step-Template-044_VIDEO-VIDEO-002-06_upload-reference-images-via-elements-feature,Video Video 002 06 Upload Reference Images Via Elements Feature,Step template for video video 002 06 upload reference images via elements feature,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-044_VIDEO-VIDEO-002-06_upload-reference-images-via-elements-feature.json,Active
STT-045,Step_Template,Step-Template-045_VIDEO-VIDEO-002-07_write-video-generation-prompt-with-storytelling,Video Video 002 07 Write Video Generation Prompt With Storytelling,Step template for video video 002 07 write video generation prompt with storytelling,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-045_VIDEO-VIDEO-002-07_write-video-generation-prompt-with-storytelling.json,Active
STT-046,Step_Template,Step-Template-046_VIDEO-VIDEO-002-08_generate-video-with-elements,Video Video 002 08 Generate Video With Elements,Step template for video video 002 08 generate video with elements,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-046_VIDEO-VIDEO-002-08_generate-video-with-elements.json,Active
STT-047,Step_Template,Step-Template-047_VIDEO-VIDEO-002-09_review-and-download-video,Video Video 002 09 Review And Download Video,Step template for video video 002 09 review and download video,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-047_VIDEO-VIDEO-002-09_review-and-download-video.json,Active
STT-048,Step_Template,Step-Template-048_VIDEO-VIDEO-003-01_prepare-brand-logo-image,Video Video 003 01 Prepare Brand Logo Image,Step template for video video 003 01 prepare brand logo image,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-048_VIDEO-VIDEO-003-01_prepare-brand-logo-image.json,Active
STT-049,Step_Template,Step-Template-049_VIDEO-VIDEO-003-02_navigate-to-video-section-in-openart,Video Video 003 02 Navigate To Video Section In Openart,Step template for video video 003 02 navigate to video section in openart,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-049_VIDEO-VIDEO-003-02_navigate-to-video-section-in-openart.json,Active
STT-050,Step_Template,Step-Template-050_VIDEO-VIDEO-003-03_select-google-veo-3.1-model,Video Video 003 03 Select Google Veo 3.1 Model,Step template for video video 003 03 select google veo 3.1 model,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-050_VIDEO-VIDEO-003-03_select-google-veo-3.1-model.json,Active
STT-051,Step_Template,Step-Template-051_VIDEO-VIDEO-003-04_upload-brand-logo-as-start-frame,Video Video 003 04 Upload Brand Logo As Start Frame,Step template for video video 003 04 upload brand logo as start frame,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-051_VIDEO-VIDEO-003-04_upload-brand-logo-as-start-frame.json,Active
STT-052,Step_Template,Step-Template-052_VIDEO-VIDEO-003-05_write-animation-prompt-with-camera-movements,Video Video 003 05 Write Animation Prompt With Camera Movements,Step template for video video 003 05 write animation prompt with camera movements,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-052_VIDEO-VIDEO-003-05_write-animation-prompt-with-camera-movements.json,Active
STT-053,Step_Template,Step-Template-053_VIDEO-VIDEO-003-06_generate-logo-animation-video,Video Video 003 06 Generate Logo Animation Video,Step template for video video 003 06 generate logo animation video,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-053_VIDEO-VIDEO-003-06_generate-logo-animation-video.json,Active
STT-054,Step_Template,Step-Template-054_VIDEO-VIDEO-003-07_review-and-download-animation,Video Video 003 07 Review And Download Animation,Step template for video video 003 07 review and download animation,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-054_VIDEO-VIDEO-003-07_review-and-download-animation.json,Active
STT-055,Step_Template,Step-Template-055_VIDEO-VIDEO-004-01_plan-complete-video-project-requirements,Video Video 004 01 Plan Complete Video Project Requirements,Step template for video video 004 01 plan complete video project requirements,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-055_VIDEO-VIDEO-004-01_plan-complete-video-project-requirements.json,Active
STT-056,Step_Template,Step-Template-056_VIDEO-VIDEO-004-02_log-into-openart-unified-platform,Video Video 004 02 Log Into Openart Unified Platform,Step template for video video 004 02 log into openart unified platform,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-056_VIDEO-VIDEO-004-02_log-into-openart-unified-platform.json,Active
STT-057,Step_Template,Step-Template-057_VIDEO-VIDEO-004-03_navigate-to-image-section-for-reference-generation,Video Video 004 03 Navigate To Image Section For Reference Generation,Step template for video video 004 03 navigate to image section for reference generation,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-057_VIDEO-VIDEO-004-03_navigate-to-image-section-for-reference-generation.json,Active
STT-058,Step_Template,Step-Template-058_VIDEO-VIDEO-004-04_generate-character-portrait-with-openart-photorealistic,Video Video 004 04 Generate Character Portrait With Openart Photorealistic,Step template for video video 004 04 generate character portrait with openart photorealistic,AID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-058_VIDEO-VIDEO-004-04_generate-character-portrait-with-openart-photorealistic.json,Active
STT-059,Step_Template,Step-Template-059_VIDEO-VIDEO-004-05_switch-model-to-seedream-4.0-for-object-generation,Video Video 004 05 Switch Model To Seedream 4.0 For Object Generation,Step template for video video 004 05 switch model to seedream 4.0 for object generation,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-059_VIDEO-VIDEO-004-05_switch-model-to-seedream-4.0-for-object-generation.json,Active
STT-060,Step_Template,Step-Template-060_VIDEO-VIDEO-004-06_generate-object-image-with-seedream-4.0,Video Video 004 06 Generate Object Image With Seedream 4.0,Step template for video video 004 06 generate object image with seedream 4.0,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-060_VIDEO-VIDEO-004-06_generate-object-image-with-seedream-4.0.json,Active
STT-061,Step_Template,Step-Template-061_VIDEO-VIDEO-004-07_generate-environment-scene-with-seedream-4.0,Video Video 004 07 Generate Environment Scene With Seedream 4.0,Step template for video video 004 07 generate environment scene with seedream 4.0,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-061_VIDEO-VIDEO-004-07_generate-environment-scene-with-seedream-4.0.json,Active
STT-062,Step_Template,Step-Template-062_VIDEO-VIDEO-004-08_optional-use-nano-banana-for-image-modifications,Video Video 004 08 Optional Use Nano Banana For Image Modifications,Step template for video video 004 08 optional use nano banana for image modifications,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-062_VIDEO-VIDEO-004-08_optional-use-nano-banana-for-image-modifications.json,Active
STT-063,Step_Template,Step-Template-063_VIDEO-VIDEO-004-09_navigate-to-video-section-stay-in-openart,Video Video 004 09 Navigate To Video Section Stay In Openart,Step template for video video 004 09 navigate to video section stay in openart,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-063_VIDEO-VIDEO-004-09_navigate-to-video-section-stay-in-openart.json,Active
STT-064,Step_Template,Step-Template-064_VIDEO-VIDEO-004-10_select-google-veo-3.1-for-video-generation,Video Video 004 10 Select Google Veo 3.1 For Video Generation,Step template for video video 004 10 select google veo 3.1 for video generation,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-064_VIDEO-VIDEO-004-10_select-google-veo-3.1-for-video-generation.json,Active
STT-065,Step_Template,Step-Template-065_VIDEO-VIDEO-004-11_upload-reference-images-to-veo-3.1,Video Video 004 11 Upload Reference Images To Veo 3.1,Step template for video video 004 11 upload reference images to veo 3.1,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-065_VIDEO-VIDEO-004-11_upload-reference-images-to-veo-3.1.json,Active
STT-066,Step_Template,Step-Template-066_VIDEO-VIDEO-004-12_write-video-generation-prompt,Video Video 004 12 Write Video Generation Prompt,Step template for video video 004 12 write video generation prompt,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-066_VIDEO-VIDEO-004-12_write-video-generation-prompt.json,Active
STT-067,Step_Template,Step-Template-067_VIDEO-VIDEO-004-13_generate-video-with-veo-3.1,Video Video 004 13 Generate Video With Veo 3.1,Step template for video video 004 13 generate video with veo 3.1,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-067_VIDEO-VIDEO-004-13_generate-video-with-veo-3.1.json,Active
STT-068,Step_Template,Step-Template-068_VIDEO-VIDEO-004-14_review-output-and-iterate-if-needed,Video Video 004 14 Review Output And Iterate If Needed,Step template for video video 004 14 review output and iterate if needed,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-068_VIDEO-VIDEO-004-14_review-output-and-iterate-if-needed.json,Active
STT-069,Step_Template,Step-Template-069_VIDEO-VIDEO-004-15_iterate-rapidly-if-needed-same-platform-advantage,Video Video 004 15 Iterate Rapidly If Needed Same Platform Advantage,Step template for video video 004 15 iterate rapidly if needed same platform advantage,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-069_VIDEO-VIDEO-004-15_iterate-rapidly-if-needed-same-platform-advantage.json,Active
STT-070,Step_Template,Step-Template-070_VIDEO-VIDEO-004-16_download-final-video,Video Video 004 16 Download Final Video,Step template for video video 004 16 download final video,VID,ENTITIES/TASK_MANAGERS/Step_Templates/Step-Template-070_VIDEO-VIDEO-004-16_download-final-video.json,Active
STT-155,Step_Template,Step-Template-155_DESIGN-001-01_conduct-client-brand-discovery-session,Design 001 01 Conduct Client Brand Discovery Session,Step template for design 001 01 conduct client brand discovery session,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-155_DESIGN-001-01_conduct-client-brand-discovery-session.md,Active
STT-156,Step_Template,Step-Template-156_DESIGN-001-02_research-competitor-branding,Design 001 02 Research Competitor Branding,Step template for design 001 02 research competitor branding,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-156_DESIGN-001-02_research-competitor-branding.md,Active
STT-157,Step_Template,Step-Template-157_DESIGN-001-03_create-logo-concepts,Design 001 03 Create Logo Concepts,Step template for design 001 03 create logo concepts,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-157_DESIGN-001-03_create-logo-concepts.md,Active
STT-158,Step_Template,Step-Template-158_DESIGN-001-04_define-color-palette,Design 001 04 Define Color Palette,Step template for design 001 04 define color palette,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-158_DESIGN-001-04_define-color-palette.md,Active
STT-159,Step_Template,Step-Template-159_DESIGN-001-05_select-typography-system,Design 001 05 Select Typography System,Step template for design 001 05 select typography system,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-159_DESIGN-001-05_select-typography-system.md,Active
STT-160,Step_Template,Step-Template-160_DESIGN-001-06_document-spacing-and-grid-rules,Design 001 06 Document Spacing And Grid Rules,Step template for design 001 06 document spacing and grid rules,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-160_DESIGN-001-06_document-spacing-and-grid-rules.md,Active
STT-161,Step_Template,Step-Template-161_DESIGN-001-07_create-usage-guidelines,Design 001 07 Create Usage Guidelines,Step template for design 001 07 create usage guidelines,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-161_DESIGN-001-07_create-usage-guidelines.md,Active
STT-162,Step_Template,Step-Template-162_DESIGN-001-08_present-to-client-for-approval,Design 001 08 Present To Client For Approval,Step template for design 001 08 present to client for approval,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-162_DESIGN-001-08_present-to-client-for-approval.md,Active
STT-163,Step_Template,Step-Template-163_DESIGN-002-01_review-client-landing-page,Design 002 01 Review Client Landing Page,Step template for design 002 01 review client landing page,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-163_DESIGN-002-01_review-client-landing-page.md,Active
STT-164,Step_Template,Step-Template-164_DESIGN-002-02_identify-missing-information-and-requirements,Design 002 02 Identify Missing Information And Requirements,Step template for design 002 02 identify missing information and requirements,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-164_DESIGN-002-02_identify-missing-information-and-requirements.md,Active
STT-165,Step_Template,Step-Template-165_DESIGN-002-03_formulate-questions-for-designer-links-buttons-fun,Design 002 03 Formulate Questions For Designer Links Buttons Fun,Step template for design 002 03 formulate questions for designer links buttons fun,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-165_DESIGN-002-03_formulate-questions-for-designer-links-buttons-fun.md,Active
STT-166,Step_Template,Step-Template-166_DESIGN-002-04_communicate-questions-to-designer,Design 002 04 Communicate Questions To Designer,Step template for design 002 04 communicate questions to designer,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-166_DESIGN-002-04_communicate-questions-to-designer.md,Active
STT-167,Step_Template,Step-Template-167_DESIGN-002-05_document-designer-responses,Design 002 05 Document Designer Responses,Step template for design 002 05 document designer responses,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-167_DESIGN-002-05_document-designer-responses.md,Active
STT-168,Step_Template,Step-Template-168_DESIGN-002-06_update-development-plan-based-on-clarifications,Design 002 06 Update Development Plan Based On Clarifications,Step template for design 002 06 update development plan based on clarifications,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-168_DESIGN-002-06_update-development-plan-based-on-clarifications.md,Active
STT-169,Step_Template,Step-Template-169_DESIGN-003-01_identify-boundary-violation-issue-eg-8-pm-response,Design 003 01 Identify Boundary Violation Issue Eg 8 Pm Response,Step template for design 003 01 identify boundary violation issue eg 8 pm response,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-169_DESIGN-003-01_identify-boundary-violation-issue-eg-8-pm-response.md,Active
STT-170,Step_Template,Step-Template-170_DESIGN-003-02_define-working-hours-policy-eg-1200-1600,Design 003 02 Define Working Hours Policy Eg 1200 1600,Step template for design 003 02 define working hours policy eg 1200 1600,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-170_DESIGN-003-02_define-working-hours-policy-eg-1200-1600.md,Active
STT-171,Step_Template,Step-Template-171_DESIGN-003-03_communicate-working-hours-to-client,Design 003 03 Communicate Working Hours To Client,Step template for design 003 03 communicate working hours to client,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-171_DESIGN-003-03_communicate-working-hours-to-client.md,Active
STT-172,Step_Template,Step-Template-172_DESIGN-003-04_adjust-reporting-frequency-eg-daily-to-weekly,Design 003 04 Adjust Reporting Frequency Eg Daily To Weekly,Step template for design 003 04 adjust reporting frequency eg daily to weekly,DGN,ENTITIES/TASK_MANAGERS/Step_Templates/DESIGN/Step-Template-172_DESIGN-003-04_adjust-reporting-frequency-eg-daily-to-weekly.md,Active
