New_ID,Entity_Type,Current_ID,Name,Description,Department,File_Path,Status
CHT-031,Checklist_Template,CHK-031,API integration code,Google Calendar API integration code with authentication and event handling,DEV,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-002/CHK-031.json,Active
CHT-032,Checklist_Template,CHK-032,Event handling logic,Event handling logic for Calendar connector with create read update delete operations,DEV,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-002/CHK-032.json,Active
CHT-033,Checklist_Template,CHK-033,Configuration files,Configuration files for Calendar MCP connector setup and credentials,DEV,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-002/CHK-033.json,Active
CHT-034,Checklist_Template,CHK-034,Gmail connector running locally,Gmail MCP connector successfully running locally and connecting to Claude Desktop,DEV,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-002/CHK-034.json,Active
CHT-035,Checklist_Template,CHK-035,Calendar connector running locally,Calendar MCP connector successfully running locally and connecting to Claude Desktop,DEV,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-002/CHK-035.json,Active
CHT-036,Checklist_Template,CHK-036,Both visible in Claude Desktop,Both Gmail and Calendar connectors visible and accessible in Claude Desktop interface,DEV,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-002/CHK-036.json,Active
CHT-037,Checklist_Template,CHK-037,Connection test results,Connection test results showing successful communication with both services,DEV,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-002/CHK-037.json,Active
CHT-038,Checklist_Template,CHK-038,Morning email automation workflow,Morning email automation workflow checking inbox and creating draft responses,DEV,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-002/CHK-038.json,Active
CHT-039,Checklist_Template,CHK-039,Email draft templates,Email draft templates for common response scenarios and use cases,DEV,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-002/CHK-039.json,Active
CHT-040,Checklist_Template,CHK-040,First batch of automated drafts,First batch of automated email drafts generated successfully by the system,DEV,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-002/CHK-040.json,Active
CHT-041,Checklist_Template,CHK-041,Stacked connector workflow (Calendar + Gmail),Stacked connector workflow combining Calendar and Gmail for integrated automation,DEV,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-002/CHK-041.json,Active
CHT-042,Checklist_Template,CHK-042,Automated meeting follow-up emails,Automated meeting follow-up email system triggered by calendar events,DEV,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-002/CHK-042.json,Active
CHT-043,Checklist_Template,CHK-043,Calendar event triggers configured,Calendar event triggers properly configured to activate email workflows,DEV,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-002/CHK-043.json,Active
CHT-044,Checklist_Template,CHK-044,n8n workflow: Gmail → Gemini AI → Google Sheets,Complete n8n automation workflow connecting Gmail trigger to Gemini AI analysis and Google Sheets output,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-044.json,Active
CHT-045,Checklist_Template,CHK-045,CV Parser v1.1 optimized prompt,Optimized CV Parser v1.1 prompt for Gemini AI with improved extraction accuracy,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-045.json,Active
CHT-046,Checklist_Template,CHK-046,Google Sheets candidate database with 21 fields,Google Sheets candidate database structured with 21 standardized fields for CV data,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-046.json,Active
CHT-047,Checklist_Template,CHK-047,Test results: 50 CVs processed successfully,Test results showing successful processing of 50 CVs through the automation workflow,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-047.json,Active
CHT-048,Checklist_Template,CHK-048,Accuracy validation report (>90% confirmed),Accuracy validation report confirming greater than 90% accuracy in CV data extraction,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-048.json,Active
CHT-049,Checklist_Template,CHK-049,Workflow documentation and user guide,Complete workflow documentation and user guide for CV screening automation,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-049.json,Active
CHT-050,Checklist_Template,CHK-050,Notion ATS database with 35+ fields and 7+ views,Notion Applicant Tracking System database with 35+ fields and 7+ specialized views,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-050.json,Active
CHT-051,Checklist_Template,CHK-051,Typeform application form (branded professional),Professional branded Typeform application form for candidate submissions,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-051.json,Active
CHT-052,Checklist_Template,CHK-052,n8n workflow: Typeform → Notion → Email confirmations,n8n workflow connecting Typeform submissions to Notion ATS with automated email confirmations,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-052.json,Active
CHT-053,Checklist_Template,CHK-053,Interview scheduling automation (Google Calendar or Calendly),Automated interview scheduling system using Google Calendar or Calendly integration,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-053.json,Active
CHT-054,Checklist_Template,CHK-054,Integration: CV screening → Notion ATS,Integration connecting CV screening workflow output to Notion ATS database,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-054.json,Active
CHT-055,Checklist_Template,CHK-055,Test results: End-to-end candidate journey successful,Test results confirming successful end-to-end candidate journey through all systems,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-055.json,Active
CHT-056,Checklist_Template,CHK-056,Team training materials and documentation,Complete team training materials and documentation for HR automation systems,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-056.json,Active
CHT-057,Checklist_Template,CHK-057,ChatGPT/Claude prompt library (10+ HR prompts),Prompt library with 10+ optimized HR prompts for ChatGPT and Claude,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-057.json,Active
CHT-058,Checklist_Template,CHK-058,Job description generation workflow (tested with 10 samples),Job description generation workflow tested and validated with 10 sample positions,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-058.json,Active
CHT-059,Checklist_Template,CHK-059,NotebookLM interview prep workflow,NotebookLM-based interview preparation workflow for candidate evaluation,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-059.json,Active
CHT-060,Checklist_Template,CHK-060,LinkedIn automation: Pabbly/Make.com → LinkedIn,LinkedIn job posting automation using Pabbly or Make.com integration,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-060.json,Active
CHT-061,Checklist_Template,CHK-061,Google Sheets template for job posting data,Google Sheets template structured for job posting data and LinkedIn automation,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-061.json,Active
CHT-062,Checklist_Template,CHK-062,Test results: 3 job posts published to LinkedIn successfully,Test results showing 3 job posts successfully published to LinkedIn through automation,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-062.json,Active
CHT-063,Checklist_Template,CHK-063,Content quality validation report,Content quality validation report for automated job postings and communications,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-063.json,Active
CHT-064,Checklist_Template,CHK-064,GDPR compliance audit report with all checks passed,GDPR compliance audit report with all required checks passed and documented,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-064.json,Active
CHT-065,Checklist_Template,CHK-065,Automated compliance monitoring (data retention consent audit logs),Automated compliance monitoring system for data retention consent tracking and audit logs,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-065.json,Active
CHT-066,Checklist_Template,CHK-066,Onboarding automation workflow operational,Onboarding automation workflow fully operational for new hire processing,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-066.json,Active
CHT-067,Checklist_Template,CHK-067,Complete Notion playbook (50+ pages of documentation),Complete Notion playbook with 50+ pages of HR automation system documentation,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-067.json,Active
CHT-068,Checklist_Template,CHK-068,Team training completed (all members certified on systems),Team training program completed with all members certified on HR automation systems,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-068.json,Active
CHT-069,Checklist_Template,CHK-069,ROI measurement report: 20-30 hours/month savings confirmed,ROI measurement report confirming 20-30 hours per month savings from automation,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-069.json,Active
CHT-070,Checklist_Template,CHK-070,Continuous improvement feedback system,Continuous improvement feedback system for ongoing HR automation optimization,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-070.json,Active
CHT-071,Checklist_Template,CHK-071,Workflow optimization recommendations implemented,Workflow optimization recommendations identified and implemented in HR systems,HRM,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-003/CHK-071.json,Active
CHT-072,Checklist_Template,CHK-072,CSV file with 2000+ leads,CSV file containing 2000+ qualified leads with complete company information,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-004/CHK-072.json,Active
CHT-073,Checklist_Template,CHK-073,Data fields: Company name website URL industry location,Lead data fields including company name website URL industry and location information,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-004/CHK-073.json,Active
CHT-074,Checklist_Template,CHK-074,Updated CSV with email addresses,Updated CSV file with verified email addresses for all leads,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-004/CHK-074.json,Active
CHT-075,Checklist_Template,CHK-075,Email verification report,Email verification report showing validation results and deliverability scores,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-004/CHK-075.json,Active
CHT-076,Checklist_Template,CHK-076,Segmented client list by project type,Client list segmented by project type for targeted outreach campaigns,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-004/CHK-076.json,Active
CHT-077,Checklist_Template,CHK-077,Personalized email templates by segment,Personalized email templates created for each client segment and project type,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-004/CHK-077.json,Active
CHT-078,Checklist_Template,CHK-078,Sent emails logged in CRM,All sent emails logged in CRM system for tracking and follow-up management,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-004/CHK-078.json,Active
CHT-079,Checklist_Template,CHK-079,MCP Gmail connector deployed,MCP Gmail connector deployed and operational for email automation,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-004/CHK-079.json,Active
CHT-080,Checklist_Template,CHK-080,Automation workflow configured,Lead generation automation workflow configured and tested for production use,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-004/CHK-080.json,Active
CHT-081,Checklist_Template,CHK-081,First automated draft batch generated,First batch of automated email drafts generated successfully for review,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-004/CHK-081.json,Active
CHT-082,Checklist_Template,CHK-082,Stacked connector workflow (Calendar + Gmail + CRM),Stacked connector workflow integrating Calendar Gmail and CRM for unified automation,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-004/CHK-082.json,Active
CHT-083,Checklist_Template,CHK-083,Automated meeting follow-up system,Automated meeting follow-up system for lead nurturing and engagement tracking,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-004/CHK-083.json,Active
CHT-084,Checklist_Template,CHK-084,CRM integration active,CRM integration active and syncing data from all lead generation sources,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-004/CHK-084.json,Active
CHT-085,Checklist_Template,CHK-085,Full employee directory CSV,Full employee directory CSV file with complete organizational structure,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-005/CHK-085.json,Active
CHT-086,Checklist_Template,CHK-086,Employee names titles departments,Employee data including names titles and department assignments,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-005/CHK-086.json,Active
CHT-087,Checklist_Template,CHK-087,Decision-maker identification,Decision-maker identification within target organizations for outreach prioritization,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-005/CHK-087.json,Active
CHT-088,Checklist_Template,CHK-088,Updated employee directory with emails,Updated employee directory with verified email addresses for all contacts,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-005/CHK-088.json,Active
CHT-089,Checklist_Template,CHK-089,Email verification report,Email verification report with validation results and deliverability assessment,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-005/CHK-089.json,Active
CHT-090,Checklist_Template,CHK-090,40 additional emails from 1 credit,40 additional email addresses obtained from 1 credit using email discovery tools,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-005/CHK-090.json,Active
CHT-091,Checklist_Template,CHK-091,Expanded contact database,Expanded contact database with new employee records and verified information,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-005/CHK-091.json,Active
CHT-092,Checklist_Template,CHK-092,ROI calculation report,ROI calculation report for email discovery and lead generation investments,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-005/CHK-092.json,Active
CHT-093,Checklist_Template,CHK-093,Contacts segmented by role/department,Contacts segmented by role and department for targeted outreach campaigns,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-005/CHK-093.json,Active
CHT-094,Checklist_Template,CHK-094,Personalized email campaigns sent,Personalized email campaigns sent to segmented contact lists with tracking enabled,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-005/CHK-094.json,Active
CHT-095,Checklist_Template,CHK-095,CRM activity log updated,CRM activity log updated with all outreach activities and response tracking,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-005/CHK-095.json,Active
CHT-096,Checklist_Template,CHK-096,Stacked connector workflow (Calendar + Gmail + CRM),Stacked connector workflow integrating Calendar Gmail and CRM for comprehensive automation,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-005/CHK-096.json,Active
CHT-097,Checklist_Template,CHK-097,Automated meeting follow-up emails,Automated meeting follow-up email system for engagement and relationship building,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-005/CHK-097.json,Active
CHT-098,Checklist_Template,CHK-098,CRM integration active,CRM integration active and synchronizing all contact and activity data,LGN,ENTITIES/TASK_MANAGERS/Checklist_Items/By_Project/Project-Template-005/CHK-098.json,Active
