New_ID,Entity_Type,Current_ID,Name,Description,Department,File_Path,Status
TST-018,Task_Template,Task-Template-018,LinkedIn Sales Navigator Lead Extraction,Extract leads from LinkedIn Sales Navigator,LGN,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-018_LinkedIn_Sales_Navigator_Lead_Extraction.json,Active
TST-019,Task_Template,Task-Template-019,Make Com Automation,Automation using Make.com platform,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-019_Make_Com_Automation_DEPRECATED.json,Deprecated
TST-020,Task_Template,Task-Template-020,Newsletter Subscriber Auto Reply,Auto-reply to newsletter subscribers,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-020_Newsletter_Subscriber_Auto_Reply.json,Active
TST-021,Task_Template,Task-Template-021,Send Old Client Email Template,Send reengagement emails to old clients,SLS,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-021_Send_Old_Client_Email_Template.json,Active
TST-022,Task_Template,Task-Template-022,Stacked Connector Post Meeting Automation,Post-meeting automation with stacked connectors,DEV,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-022_Stacked_Connector_Post_Meeting_Automation.json,Active
TST-023,Task_Template,Task-Template-023,File Count Distribution,Analyze file count distribution across system,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-023_File_Count_Distribution.json,Active
TST-024,Task_Template,Task-Template-024,Folder Structure Mapping,Map folder structure of the system,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-024_Folder_Structure_Mapping.json,Active
TST-025,Task_Template,Task-Template-025,File Size Analysis,Analyze file sizes across the system,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-025_File_Size_Analysis.json,Active
TST-026,Task_Template,Task-Template-026,Naming Convention Audit,Audit naming conventions across system,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-026_Naming_Convention_Audit.json,Active
TST-027,Task_Template,Task-Template-027,JSON Schema Validation,Validate JSON schemas across system,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-027_JSON_Schema_Validation.json,Active
TST-028,Task_Template,Task-Template-028,Version Control Consistency,Check version control consistency,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-028_Version_Control_Consistency.json,Active
TST-029,Task_Template,Task-Template-029,Duplicate Content Detection,Detect duplicate content in system,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-029_Duplicate_Content_Detection.json,Active
TST-030,Task_Template,Task-Template-030,Terminology Extraction,Extract terminology from documents,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-030_Terminology_Extraction.json,Active
TST-031,Task_Template,Task-Template-031,Documentation Completeness,Check documentation completeness,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-031_Documentation_Completeness.json,Active
TST-032,Task_Template,Task-Template-032,Cross Reference Validation,Validate cross-references in system,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-032_Cross_Reference_Validation.json,Active
TST-033,Task_Template,Task-Template-033,Index Accuracy Check,Check accuracy of indexes,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-033_Index_Accuracy_Check.json,Active
TST-034,Task_Template,Task-Template-034,Dependency Flow Mapping,Map dependency flows in system,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-034_Dependency_Flow_Mapping.json,Active
TST-035,Task_Template,Task-Template-035,Architecture Documentation,Document system architecture,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-035_Architecture_Documentation.json,Active
TST-036,Task_Template,Task-Template-036,Terminology Consolidation,Consolidate system terminology,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-036_Terminology_Consolidation.json,Active
TST-037,Task_Template,Task-Template-037,Recommendations Compilation,Compile system recommendations,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-037_Recommendations_Compilation.json,Active
TST-038,Task_Template,Task-Template-038,Project Documentation Creation,Create project documentation,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-038_Project_Documentation_Creation.json,Active
TST-039,Task_Template,Task-Template-039,Setup n8n for CV Screening,Setup n8n workflow for CV screening,HRM,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-039_Setup_n8n_for_CV_Screening.json,Active
TST-040,Task_Template,Task-Template-040,Configure Gemini AI Analysis,Configure Gemini AI for analysis,HRM,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-040_Configure_Gemini_AI_Analysis.json,Active
TST-041,Task_Template,Task-Template-041,Build Notion ATS Database,Build Notion applicant tracking system,HRM,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-041_Build_Notion_ATS_Database.json,Active
TST-042,Task_Template,Task-Template-042,Setup Interview Scheduling,Setup interview scheduling automation,HRM,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-042_Setup_Interview_Scheduling.json,Active
TST-043,Task_Template,Task-Template-043,Configure LinkedIn Automation,Configure LinkedIn job posting automation,HRM,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-043_Configure_LinkedIn_Automation.json,Active
TST-044,Task_Template,Task-Template-044,Setup Onboarding Workflow,Setup employee onboarding workflow,HRM,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-044_Setup_Onboarding_Workflow.json,Active
TST-045,Task_Template,Task-Template-045,Research AI Video Tools,Research AI video tools and platforms,VID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-045_Research_AI_Video_Tools.json,Active
TST-046,Task_Template,Task-Template-046,Research AI Platforms,Research AI platforms and services,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-046_Research_AI_Platforms.json,Active
TST-047,Task_Template,Task-Template-047,Research Development Tools,Research development tools,DEV,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-047_Research_Development_Tools.json,Active
TST-048,Task_Template,Task-Template-048,Research Other Tools,Research miscellaneous tools,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-048_Research_Other_Tools.json,Active
TST-049,Task_Template,Task-Template-049,Perform Initial Video Analysis,Initial analysis of video content,VID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-049_Perform_Initial_Video_Analysis.json,Active
TST-050,Task_Template,Task-Template-050,Search Score Videos,Search and score videos using 0-100 system,VID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-050_Search_Score_Videos.json,Active
TST-051,Task_Template,Task-Template-051,Select Videos,Select top videos for processing,VID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-051_Select_Videos.json,Active
TST-052,Task_Template,Task-Template-052,Extract Taxonomy,Extract taxonomy from video content,VID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-052_Extract_Taxonomy.json,Active
TST-053,Task_Template,Task-Template-053,Validate Taxonomy,Validate extracted taxonomy,VID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-053_Validate_Taxonomy.json,Active
TST-054,Task_Template,Task-Template-054,Validate Tools,Validate tool entries,VID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-054_Validate_Tools.json,Active
TST-055,Task_Template,Task-Template-055,Update Mappings,Update library mappings,VID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-055_Update_Mappings.json,Active
TST-056,Task_Template,Task-Template-056,Gap Analysis,Perform gap analysis,VID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-056_Gap_Analysis.json,Active
TST-057,Task_Template,Task-Template-057,Transcribe Video,Transcribe video content,VID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-057_Transcribe_Video.json,Active
TST-058,Task_Template,Task-Template-058,Create Update Tool Entries,Create or update tool entries,VID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-058_Create_Update_Tool_Entries.json,Active
TST-059,Task_Template,Task-Template-059,Install MCP Server VS Code,Install MCP server in VS Code,DEV,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-059_Install_MCP_Server_VS_Code.json,Active
TST-060,Task_Template,Task-Template-060,Configure Agent Command Allowlist,Configure agent command allowlist,DEV,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-060_Configure_Agent_Command_Allowlist.json,Active
TST-061,Task_Template,Task-Template-061,Generate Project Instructions Copilot,Generate project instructions for Copilot,DEV,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-061_Generate_Project_Instructions_Copilot.json,Active
TST-062,Task_Template,Task-Template-062,Conduct Universal Search Across Work Apps,Universal search across work applications,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-062_Conduct_Universal_Search_Across_Work_Apps.json,Active
TST-063,Task_Template,Task-Template-063,Create Auto Updating Research Stack,Create auto-updating research stack,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-063_Create_Auto_Updating_Research_Stack.json,Active
TST-064,Task_Template,Task-Template-064,Setup Company Voice Guide,Setup company voice and tone guide,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-064_Setup_Company_Voice_Guide.json,Active
TST-065,Task_Template,Task-Template-065,Design Multi Tier LLM Evaluation Pipeline,Design multi-tier LLM evaluation pipeline,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-065_Design_Multi_Tier_LLM_Evaluation_Pipeline.json,Active
TST-066,Task_Template,Task-Template-066,Create Reusable Prompt Template,Create reusable prompt templates,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-066_Create_Reusable_Prompt_Template.json,Active
TST-067,Task_Template,Task-Template-067,Apply Decision Framework to Product Choice,Apply decision framework to product selection,AID,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-067_Apply_Decision_Framework_to_Product_Choice.json,Active
TST-100,Task_Template,Task-Template-100,Behance Step 01 Select and Prepare Project,Select and prepare project for Behance,DGN,ENTITIES/TASK_MANAGERS/Task_Templates/Task-Template-100_Behance_Step_01_Select_and_Prepare_Project.json,Active
