path,entity_id,entity_type,department,status,phase,last_modified
DATA/REPORTS/integration_report_Video_022_20251124_021632.md,Video_022,report,REPORTS,,,1763946992.0
DATA/REPORTS/integration_report_Video_022_20251124_021705.md,Video_022,report,REPORTS,,,1763947025.0
DATA/REPORTS/Master_Video_Status_Overview_2025-11-24.md,Video_022,report,REPORTS,,,1763977374.0
DATA/REPORTS/Phase_Redundancy_Analysis_2025-11-24.md,Video_001,report,REPORTS,Active,,1763965150.0
DATA/REPORTS/Phase_Restructure_Plan_2025-11-24.md,,report,REPORTS,Active,,1763964915.0
DATA/REPORTS/Phase_Restructure_Summary_2025-11-24.md,Video_001,report,REPORTS,Active,,1763966044.0
DATA/REPORTS/PROCESSING_STATUS_REPORT.md,Video_001,report,REPORTS,Archived,,1763941393.0
DATA/REPORTS/QUALIFICATION_STAGES.md,Video_001,report,REPORTS,Active,,1763941393.0
DATA/REPORTS/TAXONOMY_CONSISTENCY_REPORT.md,,report,REPORTS,Active,,1763943378.0
DATA/REPORTS/Transcription_Queue.md,,report,REPORTS,Archived,,1763941938.0
DATA/REPORTS/TSM_TAXONOMY_INTEGRATION_SUMMARY.md,RSR-001,report,REPORTS,Archived,,1763945090.0
DATA/REPORTS/Video_022_Processing_Flow_Verification.md,Video_022,report,REPORTS,,,1763941393.0
DATA/REPORTS/Video_023_Integration_Report.md,Video_023,report,REPORTS,,,1763943195.0
DATA/REPORTS/VIDEO_METADATA_TRACKER.md,Video_001,report,REPORTS,Archived,,1763941393.0
DATA/REPORTS/Video_Processing_README.md,,report,REPORTS,Active,,1763735433.0
DATA/REPORTS/Video_Processing_README_MIGRATION.md,,report,REPORTS,Archived,,1763941938.0
DATA/REPORTS/VIDEO_RESEARCHES_Example_Report.md,RSH-VID-001,report,REPORTS,,,1763675197.0
DATA/REPORTS/Video_Search_Prompts_Complete_Index.md,,report,REPORTS,Active,,1763942194.0
DATA/scripts/README.md,Video_024,other,scripts,,,1763946967.0
DATA/TAXONOMY/RESEARCHES_Taxonomy_DRAFT.md,,other,TAXONOMY,Draft,,1763941160.0
DATA/TAXONOMY/TAXONOMY.md,Video_001,other,TAXONOMY,,,1763941393.0
DATA/ARCHIVE/00_PHASES/Phase_System_Overview.md,,archive,ARCHIVE,Active,,1763941938.0
DATA/ARCHIVE/04_INFLUENCER_DATA/README.md,,archive,ARCHIVE,Active,,1763755081.0
DATA/ARCHIVE/MAPPINGS/VIDEO_RESEARCHES_Source_Mapping.md,Video_001,archive,ARCHIVE,Active,,1763941393.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/FILES.md,Video_20,archive,ARCHIVE,Active,,1763941393.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Key_Biddings_VS_code.md,,archive,ARCHIVE,,,1763680025.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/MIGRATION_COMPLETE.md,,archive,ARCHIVE,,,1763941393.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/MIGRATION_LOG.md,,archive,ARCHIVE,,,1763941938.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/n8n_similar_platforms_research_prompt.md,,archive,ARCHIVE,,,1763835737.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/oa-y_Libraries_TaskManagers_Gap_Analysis.md,Video_005,archive,ARCHIVE,,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/oa-y_Research_Data_Flow_Notes.md,Video_006,archive,ARCHIVE,,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/README_Library.md,Video_001,archive,ARCHIVE,Active,,1763390328.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/TASK.md,RSH-AI-002,archive,ARCHIVE,Active,,1763941393.0
DATA/ARCHIVE/Work_Logs/Video_021_Work_Log_2025-11-22.md,Video_021,archive,ARCHIVE,Active,,1763941393.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/24/README.md,Video_006,archive,ARCHIVE,Archived,,1763941159.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/ACTIVE_EMPLOYEES_LIST.md,RSH-AI-001,archive,ARCHIVE,Active,,1763765476.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/ASSIGNMENT_GUIDELINES.md,Video_006,archive,ARCHIVE,Active,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/DEPARTMENT_GAP_ANALYSIS.md,RSH-AI-001,archive,ARCHIVE,,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/EMPLOYEE_RESEARCH_HISTORY.md,,archive,ARCHIVE,Active,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/HOW_TO_ASSIGN_RESEARCH.md,RSH-VID-001,archive,ARCHIVE,Active,,1763941938.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/LIBRARIES_UPDATE_PROCESS.md,Video_006,archive,ARCHIVE,Active,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/QUALITY_REVIEW_PROCESS.md,,archive,ARCHIVE,,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/RESEARCH_ASSIGNMENT_LOG.md,Video_006,archive,ARCHIVE,Active,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/RESEARCH_COMPLETION_TRACKER.md,Video_006,archive,ARCHIVE,Archived,,1763941393.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/RESEARCH_WORKFLOW.md,,archive,ARCHIVE,,,1763943378.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/WEEKLY_RESEARCH_PLAN.md,Video_006,archive,ARCHIVE,Active,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Department_Consolidation_Report_2025-11-17.md,Task-Template-005,archive,ARCHIVE,Active,,1763402295.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/HR videos research.md,,archive,ARCHIVE,Draft,,1763135028.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Naming_Convention_Migration_Report_2025-11-17.md,Task-Template-039,archive,ARCHIVE,Draft,,1763400250.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Phase_7_Completion_Report.md,TASK-TEMPLATE-009,archive,ARCHIVE,,7,1763402143.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Phase_9_Completion_Report.md,Video_006,archive,ARCHIVE,,9,1763402143.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/README.md,,archive,ARCHIVE,Archived,,1763400822.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Tool_Validation_Report_Video_006_008.md,Video_006,archive,ARCHIVE,,,1762931181.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Video_006_Library_Mapping_Report.md,Video_006,archive,ARCHIVE,,,1763482078.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Video_008_Library_Mapping_Report.md,Video_008,archive,ARCHIVE,Draft,,1763402143.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Video_013_Gap_Analysis.md,Video_013,archive,ARCHIVE,Draft,,1763402144.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Video_013_Library_Mapping_Report.md,Video_013,archive,ARCHIVE,Draft,,1763402144.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Video_19_Gap_Analysis.md,Video_19,archive,ARCHIVE,Draft,,1763812775.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Video_20.md,Video_20,archive,ARCHIVE,Draft,,1763941393.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Schema_Aligned/Developer_Tools_and_MCP_Research_Prompt_v2.md,Video_013,archive,ARCHIVE,Active,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Schema_Aligned/File_System_and_Productivity_Research_Prompt_v2.md,,archive,ARCHIVE,,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Schema_Aligned/oa-y_AI_Tools_Alignment_Research_Prompt_v2.md,Video_005,archive,ARCHIVE,,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Schema_Aligned/Sales_Department_Research_Prompt_v2.md,,archive,ARCHIVE,,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Schema_Aligned/SMM_Research_Document_Processing_Instructions_v2.md,,archive,ARCHIVE,,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Schema_Aligned/VSCode_Agent_HQ_Research_Prompt_v2.md,,archive,ARCHIVE,Active,,1763412941.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Schema_Aligned/YouTube_AI_Tools_Daily_Research_Prompt_v2.md,Video_005,archive,ARCHIVE,,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Schema_Aligned/YouTube_HR_Automation_Research_Prompt_v2.md,,archive,ARCHIVE,,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/TSM-008_Video_Queue/VIDEO-001_ToDo_List_Tutorial_ExecutionFlow.md,Video_20,archive,ARCHIVE,Active,,1763811056.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/TSM-008_Video_Queue/VIDEO-020_Task_Manager_App_ExecutionFlow.md,Video_020,archive,ARCHIVE,Active,,1763941393.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/VIDEO_RESEARCHES_LOGS/Video_Assignment_Log.md,RSH-VID-001,archive,ARCHIVE,Active,,1763941393.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Extractions/DATA_EXTRACTION_LOG_2025-11-10.md,TASK-LG-001,archive,ARCHIVE,Active,,1763402144.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Extractions/Extracted_Project_Templates.md,,archive,ARCHIVE,Active,,1763402144.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Extractions/Extracted_Task_Templates.md,TASK-LG-001,archive,ARCHIVE,Active,,1763402144.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Extractions/EXTRACTION_SUMMARY.md,TASK-AI-001,archive,ARCHIVE,Active,,1763402144.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Extractions/Phase1_Projects_Extraction.md,TASK-AI-002,archive,ARCHIVE,Active,1,1763402144.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Extractions/Phase1_Tasks_Skills_Extraction.md,TASK-AI-001,archive,ARCHIVE,Active,1,1763402144.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Extractions/Phase2_Infrastructure_Extraction.md,TASK-AI-008,archive,ARCHIVE,Active,2,1763402144.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Extractions/Phase3_Client_Deliverables_Extraction.md,TASK-AI-011,archive,ARCHIVE,Active,3,1763402144.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Extractions/Phase3_Integration_Summary.md,TASK-AI-011,archive,ARCHIVE,,3,1763402144.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Extractions/Phase4_Consolidation_Extraction.md,TASK-AI-001,archive,ARCHIVE,Active,4,1763402144.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Summaries/NAMING_SIMPLIFICATION_SUMMARY.md,TASK-AI-006,archive,ARCHIVE,,,1763400822.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Summaries/RESTRUCTURE_SUMMARY.md,TASK-AI-001,archive,ARCHIVE,,,1763402144.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/Research_Reports/Summaries/RESTRUCTURING_COMPLETE_SUMMARY.md,TASK-HR-001,archive,ARCHIVE,,,1763402144.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/By_Department/AI_Research_Log.md,RSH-AI-001,archive,ARCHIVE,Active,,1763941159.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/By_Department/Design_Research_Log.md,RSH-DGN-001,archive,ARCHIVE,Active,,1763941159.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/By_Department/Development_Research_Log.md,RSH-DEV-001,archive,ARCHIVE,Active,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/By_Department/HR_Research_Log.md,RSH-HRM-001,archive,ARCHIVE,Active,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/By_Department/LG_Research_Log.md,RSH-LGN-001,archive,ARCHIVE,Active,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/By_Department/Sales_Research_Log.md,RSH-SLS-001,archive,ARCHIVE,Active,,1763941160.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/By_Department/SMM_Research_Log.md,RSH-SMM-001,archive,ARCHIVE,Active,,1763941393.0
DATA/ARCHIVE/Pre_Taxonomy_Cleanup/LOGS/By_Department/Video_Research_Log.md,RSH-VID-001,archive,ARCHIVE,Active,,1763941160.0
DATA/03_ANALYSIS/Extractions/Video_002_Extraction_Inventory.md,Video_002,analysis,03_ANALYSIS,,,1763755047.0
DATA/03_ANALYSIS/Extractions/Video_022_Phase3_Analysis.md,Video_022,analysis,03_ANALYSIS,,3,1763856423.0
DATA/03_ANALYSIS/Extractions/Video_022_Phase4_Objects.md,Video_022,analysis,03_ANALYSIS,,4,1763857937.0
DATA/03_ANALYSIS/Extractions/Video_024_Phase3_Analysis.md,Video_024,analysis,03_ANALYSIS,,3,1763995852.0
DATA/03_ANALYSIS/Extractions/Video_024_Phase4_Objects.md,Video_024,analysis,03_ANALYSIS,,4,1763996125.0
DATA/03_ANALYSIS/Gap_Analysis/Video_002_Gap_Analysis.md,Video_002,analysis,03_ANALYSIS,,,1763755034.0
DATA/03_ANALYSIS/Gap_Analysis/Video_009_Gap_Analysis.md,Video_009,analysis,03_ANALYSIS,,,1763755034.0
DATA/03_ANALYSIS/Gap_Analysis/Video_022_Gap_Analysis.md,Video_022,analysis,03_ANALYSIS,,,1763940405.0
DATA/03_ANALYSIS/Gap_Analysis/Video_024_Gap_Analysis.md,Video_024,analysis,03_ANALYSIS,,,1763996177.0
DATA/03_ANALYSIS/Integration/Video_024_Taxonomy_Integration.md,Video_024,analysis,03_ANALYSIS,,,1763996272.0
DATA/03_ANALYSIS/Library_Mapping/Video_001_Library_Mapping_Report.md,Video_001,analysis,03_ANALYSIS,,,1763755017.0
DATA/03_ANALYSIS/Library_Mapping/Video_002_Library_Mapping_Report.md,Video_002,analysis,03_ANALYSIS,,,1763755017.0
DATA/03_ANALYSIS/Library_Mapping/Video_005_Library_Mapping_Report.md,Video_005,analysis,03_ANALYSIS,,,1763755017.0
DATA/03_ANALYSIS/Library_Mapping/Video_009_Library_Mapping_Report.md,Video_009,analysis,03_ANALYSIS,,,1763755017.0
DATA/03_ANALYSIS/Library_Mapping/Video_017_Library_Mapping_Report.md,Video_017,analysis,03_ANALYSIS,,,1763755018.0
DATA/03_ANALYSIS/Library_Mapping/Video_018_Library_Mapping_Report.md,Video_018,analysis,03_ANALYSIS,,,1763755018.0
DATA/03_ANALYSIS/Library_Mapping/Video_024_Library_Mapping_Report.md,Video_024,analysis,03_ANALYSIS,,,1763996246.0
DATA/03_ANALYSIS/Phase_Reports/Phase_7_Completion_Report.md,TASK-TEMPLATE-009,analysis,03_ANALYSIS,,7,1763755071.0
DATA/03_ANALYSIS/Phase_Reports/Phase_9_Completion_Report.md,Video_006,analysis,03_ANALYSIS,,9,1763755071.0
DATA/03_ANALYSIS/Phase_Reports/Video_022_Phase6_Integration_Summary.md,Video_022,analysis,03_ANALYSIS,,6,1763941393.0
DATA/03_ANALYSIS/Validation/Tool_Validation_Report_Video_006_008.md,Video_006,analysis,03_ANALYSIS,,,1763755076.0
