New_ID,Entity_Type,Current_ID,Name,Description,Department,File_Path,Status
RSR-015,Video_Research,Video_011,Video Research 011,Completed video research and analysis,AID,ENTITIES/TASK_MANAGERS/RESEARCHES/Videos/Video_011.md,Completed
RSR-016,Video_Research,Video_012,Video Research 012,Completed video research and analysis,AID,ENTITIES/TASK_MANAGERS/RESEARCHES/Videos/Video_012.md,Completed
RSR-017,Video_Research,Video_013,Video Research 013,Completed video research and analysis,AID,ENTITIES/TASK_MANAGERS/RESEARCHES/Videos/Video_013.md,Completed
RSR-018,Video_Research,Video_014,Video Research 014,Completed video research and analysis,AID,ENTITIES/TASK_MANAGERS/RESEARCHES/Videos/Video_014.md,Completed
RSR-019,Video_Research,Video_016,Video Research 016,Completed video research and analysis,AID,ENTITIES/TASK_MANAGERS/RESEARCHES/Videos/Video_016.md,Completed
RSR-020,SMM_Research,Instagram_DM_Communication,Communicate with Remote Candidates via Instagram DMs,SMM research on Instagram DM communication strategies,LGN,ENTITIES/TASK_MANAGERS/RESEARCHES/SMM/Communicate with Remote Candidates via Instagram DMs.md,Completed
RSR-021,SMM_Research,Instagram_DM_Taxonomy_Analysis,Instagram DM Communication Taxonomy Analysis,Taxonomy analysis of Instagram DM communication research,LGN,ENTITIES/TASK_MANAGERS/RESEARCHES/SMM/Communicate_with_Remote_Candidates_via_Instagram_DMs_Taxonomy_Analysis.md,Completed
RSR-022,SMM_Research,Content_Strategy_Platforms,Content Strategy & Categories by Platform,SMM research on content strategy across platforms,LGN,ENTITIES/TASK_MANAGERS/RESEARCHES/SMM/Content Strategy & Categories by Platform.md,Completed
RSR-023,SMM_Research,Content_Strategy_Taxonomy_Analysis,Content Strategy Taxonomy Analysis,Taxonomy analysis of content strategy research,LGN,ENTITIES/TASK_MANAGERS/RESEARCHES/SMM/Content_Strategy_and_Categories_by_Platform_Taxonomy_Analysis.md,Completed
RSR-024,SMM_Research,Social_Media_Strategies_EU_2025,Social Media Strategies for Creative Professionals (EU 2025),SMM research on social media strategies for creative professionals in EU,LGN,ENTITIES/TASK_MANAGERS/RESEARCHES/SMM/Social Media Strategies for Creative Professionals (EU, 2025).md,Completed
RSR-025,SMM_Research,Document_1_Gap_Analysis,Document 1 Gap Analysis,Gap analysis for SMM document 1,LGN,ENTITIES/TASK_MANAGERS/RESEARCHES/SMM/Document_1_Gap_Analysis.md,Completed
RSR-026,SMM_Research,Document_1_Integration_Report,Document 1 Integration Report,Integration report for SMM document 1,LGN,ENTITIES/TASK_MANAGERS/RESEARCHES/SMM/Document_1_Integration_Report.md,Completed
RSR-027,SMM_Research,Document_2_Integration_Report,Document 2 Integration Report,Integration report for SMM document 2,LGN,ENTITIES/TASK_MANAGERS/RESEARCHES/SMM/Document_2_Integration_Report.md,Completed
RSR-028,SMM_Research,Session_Reversal_Prompt,Session Reversal Prompt Taxonomy Extraction,Session reversal prompt for taxonomy extraction,AID,ENTITIES/TASK_MANAGERS/RESEARCHES/SMM/Session_Reversal_Prompt_Taxonomy_Extraction.md,Active
RSR-029,SMM_Research,Upgraded_Initial_Prompt,Upgraded Initial Prompt Taxonomy System,Upgraded initial prompt for taxonomy system,AID,ENTITIES/TASK_MANAGERS/RESEARCHES/SMM/Upgraded_Initial_Prompt_Taxonomy_System.md,Active
RSR-030,Influencer_Tracking,Influencer_Database,Influencer Database,Database of tracked influencers for content and collaboration,LGN,ENTITIES/TASK_MANAGERS/RESEARCHES/Influencer_Tracking/Influencer_Database.json,Active
RSR-031,Influencer_Tracking,YouTube_Channels,YouTube Channels,Tracked YouTube channels for research and collaboration,AID,ENTITIES/TASK_MANAGERS/RESEARCHES/Influencer_Tracking/YouTube_Channels.json,Active
RSR-032,Research_Example,EXAMPLE_2025-11-W46_AI_Tutorials,AI Tutorials Research Example Week 46,Example research session for AI tutorials week 46 2025,AID,ENTITIES/TASK_MANAGERS/RESEARCHES/EXAMPLE_2025-11-W46_AI_Tutorials_Research.json,Reference
RSR-033,Gap_Analysis,oa-y_Libraries_TaskManagers_Gap_Analysis,oa-y Libraries TaskManagers Gap Analysis,Gap analysis between oa-y libraries and task managers,AID,ENTITIES/TASK_MANAGERS/RESEARCHES/oa-y_Libraries_TaskManagers_Gap_Analysis.md,Completed
RSR-034,Research_Documentation,Cloud_AI_Research_Instructions,Cloud AI Research Instructions,Instructions for conducting cloud AI research,AID,ENTITIES/TASK_MANAGERS/RESEARCHES/Cloud_AI_Research_Instructions.md,Active
RSR-035,Research_Documentation,oa-y_Research_Data_Flow,oa-y Research Data Flow Notes,Notes on oa-y research data flow processes,AID,ENTITIES/TASK_MANAGERS/RESEARCHES/oa-y_Research_Data_Flow_Notes.md,Active
